CATEGORY,ASIN,NAME,ORIGINAL_PRICE,URL,SALE_PRICE,AVAILABILITY,RANK
Home & Kitchen > Bath > Bath Rugs,B01CA1856W,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") Light Yellow",$19.99,http://www.amazon.com/dp/B01CA1856W,$19.99,In Stock.,"#975,378 in Home and Kitchen ()#3,179 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA1DLSY,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") Sky Blue",,http://www.amazon.com/dp/B01CA1DLSY,,"Currently unavailable.
        
        
    
    

    
    
         
        
        
            We don't know when or if this item will be back in stock.","#817,169 in Home and Kitchen ()#2,622 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA1IGRU,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") Beige",$22.06,http://www.amazon.com/dp/B01CA1IGRU,$22.06,In stock.,"#1,090,617 in Home and Kitchen ()#3,587 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA1LUTG,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") White",$22.06,http://www.amazon.com/dp/B01CA1LUTG,$22.06,In stock.,"#1,188,039 in Home and Kitchen ()#3,957 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA1OTMG,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") White",$22.06,http://www.amazon.com/dp/B01CA1OTMG,$22.06,In stock.,"#1,188,039 in Home and Kitchen ()#3,957 in  >  >"
,B017EPG5RA,"Chardin home 2 Piece Arizona Reversible Bath Rug Set (21""x34"" & 17""x24"") Griffin Gray",$22.06,http://www.amazon.com/dp/B017EPG5RA,$22.06,In stock.,"#1,259,193 in Home and Kitchen ()"
Home & Kitchen > Bath > Bath Rugs,B01KYHNHIA,"Chardin home Arizona Reversible Bath Rug Set, Chocolate, 2 Piece",$19.99,http://www.amazon.com/dp/B01KYHNHIA,$19.99,Usually ships within 1 to 2 months.,
Home & Kitchen > Bath > Bath Rugs,B01CA3435W,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (24''x40'' & 21''x34'') Brown-Beige with Latex spray non-skid backing",$25.84,http://www.amazon.com/dp/B01CA3435W,$25.84,In stock.,"#1,783,753 in Home and Kitchen ()#6,066 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA3BNK0,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (24''x40'' & 21''x34'') Gray-Beige with Latex spray non-skid backing",$25.84,http://www.amazon.com/dp/B01CA3BNK0,$25.84,In stock.,"#527,436 in Home and Kitchen ()#1,662 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA3EJH4,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (24''x40'' & 21''x34'') Aqua Turquoise with Latex spray non-skid backing",$25.84,http://www.amazon.com/dp/B01CA3EJH4,$25.84,In stock.,"#1,622,150 in Home and Kitchen ()#5,512 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01C78C62M,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (24''x40'' & 21''x34'') Gray-Charcoal with Latex spray non-skid backing",$25.84,http://www.amazon.com/dp/B01C78C62M,$25.84,In stock.,"#1,459,994 in Home and Kitchen ()#4,920 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01LWQH0JV,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (24''x40'' & 21''x34'') Blues with Latex spray non-skid backing",$34.99,http://www.amazon.com/dp/B01LWQH0JV,$34.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01CA3UUCC,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (21''x34'' & 17''x24'') Brown-Beige with Latex spray non-skid backing",$24.99,http://www.amazon.com/dp/B01CA3UUCC,$24.99,Usually ships within 2 to 4 weeks.,"#1,245,585 in Home and Kitchen ()#4,140 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA4383E,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (21''x34'' & 17''x24'') Aqua Turquoise with Latex spray non-skid backing",$24.99,http://www.amazon.com/dp/B01CA4383E,$24.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.","#1,326,654 in Home and Kitchen ()#4,409 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA489EC,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (21''x34'' & 17''x24'') Gray-Charcoal with Latex spray non-skid backing",,http://www.amazon.com/dp/B01CA489EC,,"Currently unavailable.
        
        
    
    

    
    
         
        
        
            We don't know when or if this item will be back in stock.","#1,108,088 in Home and Kitchen ()#3,663 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA4D5EQ,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (21''x34'' & 17''x24'') Aqua Turquoise",,http://www.amazon.com/dp/B01CA4D5EQ,,"Currently unavailable.
        
        
    
    

    
    
         
        
        
            We don't know when or if this item will be back in stock.","#1,210,496 in Home and Kitchen ()#4,027 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01M0BCBG4,"Chardin Home - 100% Pure Cotton - 2 Piece Cordural Stripe Bath Rug Set, (21''x34'' & 17''x24'') Blues with Latex spray non-skid backing",$24.99,http://www.amazon.com/dp/B01M0BCBG4,$24.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01CD9HGC0,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (24''x40'' & 21''x34'') Lt Gray",$39.99,http://www.amazon.com/dp/B01CD9HGC0,$39.99,Only 5 left in stock (more on the way).,
Home & Kitchen > Bath > Bath Rugs,B01CD9MKHQ,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (24''x40'' & 21''x34'') Stone Blue",$39.99,http://www.amazon.com/dp/B01CD9MKHQ,$39.99,Only 1 left in stock (more on the way).,"#737,702 in Home and Kitchen ()#2,339 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CEN9P1A,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (24''x40'' & 21''x34'') Lavender",$39.99,http://www.amazon.com/dp/B01CEN9P1A,$39.99,Only 7 left in stock (more on the way).,"#2,147,679 in Home and Kitchen ()#7,290 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CDHROE2,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (24''x40'' & 21''x34'') Beige",$28.96,http://www.amazon.com/dp/B01CDHROE2,$28.96,Only 2 left in stock (more on the way).,"#335,051 in Home and Kitchen ()#1,035 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CDHNOU0,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (21''x34'' & 17''x24'') Lt Gray",$24.58,http://www.amazon.com/dp/B01CDHNOU0,$24.58,Only 3 left in stock (more on the way).,"#398,104 in Home and Kitchen ()#1,227 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CDA0IKG,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (21''x34'' & 17''x24'') Stone Blue",$24.99,http://www.amazon.com/dp/B01CDA0IKG,$24.99,Only 11 left in stock.,"#512,746 in Home and Kitchen ()#1,611 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CD9XXHW,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (21''x34'' & 17''x24'') Lavender",$24.58,http://www.amazon.com/dp/B01CD9XXHW,$24.58,Only 8 left in stock (more on the way).,"#1,000,795 in Home and Kitchen ()#3,276 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CD9VHWA,"Chardin Home - 100% Cotton 2 Piece Impression Bath Rug Set, (21''x34'' & 17''x24'') Beige",$24.99,http://www.amazon.com/dp/B01CD9VHWA,$24.99,In Stock.,"#442,572 in Home and Kitchen ()#1,382 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA78PDE,"Chardin Home - 100% Pure Cotton Pebbles Bath Rug, Large, 27'' W x 45'' L, Brown - Easy Care Machine Wash",$22.88,http://www.amazon.com/dp/B01CA78PDE,$22.88,In Stock.,"#456,883 in Home and Kitchen ()#1,440 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B00BS81QZ6,"Chardin Home - 100% Pure Cotton Pebbles Bath Rug, Large, 27'' W x 45'' L, Gray-Beige - Easy Care Machine Wash",$23.78,http://www.amazon.com/dp/B00BS81QZ6,$23.78,In stock.,"#1,285,001 in Home and Kitchen ()#4,259 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B00BS81RDC,"Chardin Home - 100% Pure Cotton Pebbles Bath Rug, Large, 27'' W x 45'' L, Grays - Easy Care Machine Wash",$23.78,http://www.amazon.com/dp/B00BS81RDC,$23.78,In stock.,"#394,644 in Home and Kitchen ()#1,214 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CA7HWRE,"Chardin Home - 100% Pure Cotton Pebbles Bath Rug, Large, 27'' W x 45'' L, Turquoise - Easy Care Machine Wash",$23.42,http://www.amazon.com/dp/B01CA7HWRE,$23.42,In Stock.,"#913,893 in Home and Kitchen ()#2,942 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01M0B1XK9,"Chardin Home - 100% Pure Cotton Pebbles Bath Rug, Large, 27'' W x 45'' L, Blues - Easy Care Machine Wash",$29.99,http://www.amazon.com/dp/B01M0B1XK9,$29.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01CCVGCE2,"Chardin Home Classic Bath Rug, Large 27""X45"" Tan, 100% Pure Cotton, Super Soft, Plush & Absorbent with Latex Spray Non-skid Backing",$19.93,http://www.amazon.com/dp/B01CCVGCE2,$19.93,In Stock.,"#912,672 in Home and Kitchen ()#2,939 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CCVVQNE,"Chardin Home Classic Bath Rug, Large 27""X45"" Blue 100% Pure Cotton, Super Soft, Plush & Absorbent with Latex Spray Non-skid Backing",$20.68,http://www.amazon.com/dp/B01CCVVQNE,$20.68,In stock.,"#920,444 in Home and Kitchen ()#2,969 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CCW05L2,"Chardin Home Classic Bath Rug, Large 27""X45"" Blue 100% Pure Cotton, Super Soft, Plush & Absorbent with Latex Spray Non-skid Backing",$20.68,http://www.amazon.com/dp/B01CCW05L2,$20.68,In stock.,"#920,444 in Home and Kitchen ()#2,969 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CCWBQ5Q,"Chardin Home Classic Bath Rug, Large 27""X45"" Blue 100% Pure Cotton, Super Soft, Plush & Absorbent with Latex Spray Non-skid Backing",$20.68,http://www.amazon.com/dp/B01CCWBQ5Q,$20.68,In stock.,"#920,444 in Home and Kitchen ()#2,969 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01ALQDH6Q,"Chardin Home Classic Bath Rug, Large 27""X45"" Black, 100% Pure Cotton, Super Soft, Plush & Absorbent with Latex Spray Non-skid Backing",,http://www.amazon.com/dp/B01ALQDH6Q,,"Currently unavailable.
        
        
    
    

    
    
         
        
        
            We don't know when or if this item will be back in stock.","#973,658 in Home and Kitchen ()#3,171 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01LX1L8CI,"Chardin home Classic Bath Rug, Large",$19.99,http://www.amazon.com/dp/B01LX1L8CI,$19.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01LY0SCER,"Chardin home Classic Bath Rug, Large",$19.99,http://www.amazon.com/dp/B01LY0SCER,$19.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01M0ASSZL,"Chardin home Classic Bath Rug, Large",$19.99,http://www.amazon.com/dp/B01M0ASSZL,$19.99,"Temporarily out of stock.
        
        
    
    

    
    
         
        
        
            Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.",
Home & Kitchen > Bath > Bath Rugs,B01CE4IH90,"Chardin Home - Mikhael - Machine Washable - 100% Cotton Luxury Spa Bath Rug, Soft & Absorbent with anti-skid spray latex back. 24""X40"", Natural Sage",$14.99,http://www.amazon.com/dp/B01CE4IH90,$14.99,Only 3 left in stock (more on the way).,"#157,731 in Home and Kitchen ()#456 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CCZT26I,"Chardin Home - Mikhael - Machine Washable - 100% Cotton Luxury Spa Bath Rug, Soft & Absorbent with anti-skid spray latex back. 24""X40"", Natural Blue",$14.99,http://www.amazon.com/dp/B01CCZT26I,$14.99,Only 2 left in stock (more on the way).,"#1,643,055 in Home and Kitchen ()#5,590 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CE4GXWS,"Chardin Home - Mikhael - Machine Washable - 100% Cotton Luxury Spa Bath Rug, Soft & Absorbent with anti-skid spray latex back. 24""X40"", Natural Lilac",$14.99,http://www.amazon.com/dp/B01CE4GXWS,$14.99,Only 12 left in stock (more on the way).,"#2,650,217 in Home and Kitchen ()#8,931 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01CCZYCBS,"Chardin Home - Mikhael - Machine Washable - 100% Cotton Luxury Spa Bath Rug, Soft & Absorbent with anti-skid spray latex back. 24""X40"", Natural Blue",$14.99,http://www.amazon.com/dp/B01CCZYCBS,$14.99,Only 2 left in stock (more on the way).,"#1,643,055 in Home and Kitchen ()#5,590 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01H2J1GUE,"Chardin Home - 100% Pure Cotton - Crochet Bath Rug , 21''x34'' Mat with Latex spray non-skid backing, Sage Green",$14.99,http://www.amazon.com/dp/B01H2J1GUE,$14.99,Only 6 left in stock (more on the way).,"#669,891 in Home and Kitchen ()#2,107 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01H2IYLY8,"Chardin Home - 100% Pure Cotton - Crochet Bath Rug , 21''x34'' Mat with Latex spray non-skid backing, Pink rose",$14.99,http://www.amazon.com/dp/B01H2IYLY8,$14.99,Only 10 left in stock (more on the way).,"#1,518,575 in Home and Kitchen ()#5,127 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01H2IWXCU,"Chardin Home - 100% Pure Cotton - Crochet Bath Rug , 21''x34'' Mat with Latex spray non-skid backing, White",$14.99,http://www.amazon.com/dp/B01H2IWXCU,$14.99,Only 8 left in stock (more on the way).,"#1,477,767 in Home and Kitchen ()#4,985 in  >  >"
Home & Kitchen > Bath > Bath Rugs,B01H2ISTS2,"Chardin Home - 100% Pure Cotton - Crochet Bath Rug , 21''x34'' Mat with Latex spray non-skid backing, Aqua Blue",$14.99,http://www.amazon.com/dp/B01H2ISTS2,$14.99,Only 3 left in stock (more on the way).,"#2,192,224 in Home and Kitchen ()#7,459 in  >  >"
